10us,Module,Name,DemangledName,Type,Attributes,Comment
0x97D6C0,,_ZN17CVehicleRecording9bUseCarAIE,CVehicleRecording::bUseCarAI,char[16],array,
0x97D6D0,,_ZN17CVehicleRecording15bPlaybackPausedE,CVehicleRecording::bPlaybackPaused,char[16],array,
0x97D6E0,,_ZN17CVehicleRecording15bPlaybackLoopedE,CVehicleRecording::bPlaybackLooped,char[16],array,
0x97D6F0,,_ZN17CVehicleRecording16bPlaybackGoingOnE,CVehicleRecording::bPlaybackGoingOn,char[16],array,
0x97D700,,_ZN17CVehicleRecording13PlaybackSpeedE,CVehicleRecording::PlaybackSpeed,float[16],array,
0x97D740,,_ZN17CVehicleRecording19PlaybackRunningTimeE,CVehicleRecording::PlaybackRunningTime,float[16],array,
0x97D780,,_ZN17CVehicleRecording18PlaybackBufferSizeE,CVehicleRecording::PlaybackBufferSize,int[16],array,
0x97D7C0,,_ZN17CVehicleRecording13PlaybackIndexE,CVehicleRecording::PlaybackIndex,int[16],array,
0x97D800,,_ZN17CVehicleRecording15pPlaybackBufferE,CVehicleRecording::pPlaybackBuffer,CVehicleStateEachFrame *[16],array,
0x97D840,,_ZN17CVehicleRecording19pVehicleForPlaybackE,CVehicleRecording::pVehicleForPlayback,CVehicle *[16],array,
0x97D880,,_ZN17CVehicleRecording14StreamingArrayE,CVehicleRecording::StreamingArray,CPath[475],array,
0x97F67C,,dword_97F67C,dword_97F67C,int[],array,
0x97F680,,dword_97F680,dword_97F680,int[],array,
0x97F838,,_ZN7CReplay19m_PedPoolConversionE,CReplay::m_PedPoolConversion,int[140],array,
0x97FAF8,,_savedCamera,_savedCamera,void *,,CCamera * savedCamera;
0xA430B0,,_ZN7CReplay10PlayerInfoE,CReplay::PlayerInfo,CPlayerInfo,,
0xA43270,,CRestarts__m_adwPoliceRestartIslands,CRestarts__m_adwPoliceRestartIslands,int,,
0xA43298,,CRestarts__m_afPoliceRestartAngles,CRestarts__m_afPoliceRestartAngles,int,,
0xA432C0,,CRestarts__m_adwHospitalRestartIslands,CRestarts__m_adwHospitalRestartIslands,int,,
0xA432E8,,CRestarts__m_afHospitalRestartAngles,CRestarts__m_afHospitalRestartAngles,int,,
0xA43318,,CRestarts__m_avHospitalRestartCoords,CRestarts__m_avHospitalRestartCoords,int,,
0xA43390,,CRestarts__m_avPoliceRestartCoords,CRestarts__m_avPoliceRestartCoords,int,,
0xA43580,,_roadbloxDatSize,_roadbloxDatSize,signed int,,
0xA435A0,,_roadbloxDat,_roadbloxDat,CNodeAddress[],array,
0xA43AB8,,_ZN11CRoadBlocks17aScriptRoadBlocksE,CRoadBlocks::aScriptRoadBlocks,CRoadblock[16],array,
0xA43C78,,ScriptParams,ScriptParams,int[10],array,
0xA44114,,,,FxSystem_c *,,
0xA44498,,dword_A44498,dword_A44498,float,,
0xA444C8,,_missionOffsets,_missionOffsets,int,,
0xA447EC,,_ZN11CTheScripts17StoreVehicleIndexE,CTheScripts::StoreVehicleIndex,signed int,,
0xA44850,,data,data,int[],array,
0xA44A30,,_ZN11CTheScripts17BuildingSwapArrayE,CTheScripts::BuildingSwapArray,int[],array,
0xA44A34,,dword_A44A34,dword_A44A34,int[],array,
0xA476B0,,_triggerEntities,_triggerEntities,CEntity *,,
0xA49960,,_ZN11CTheScripts11ScriptSpaceE,CTheScripts::ScriptSpace,int[50000],array,
0xA7A6A0,,_missionBlock,_missionBlock,void,,
0xA8B428,,_ZN11CTheScripts12pIdleScriptsE,CTheScripts::pIdleScripts,CRunningScript *,,
0xA8B42C,,_ZN11CTheScripts14pActiveScriptsE,CTheScripts::pActiveScripts,CRunningScript *,,
0xA8B430,,_ZN11CTheScripts12ScriptsArrayE,CTheScripts::ScriptsArray,CRunningScript,,
0xA90850,,_ZN11CTheScripts14MissionCleanUpE_2,CTheScripts::MissionCleanUp,CMissionCleanupList,,
0xA90CF0,,_externalScriptTriggers,_externalScriptTriggers,CScriptTrigger[],array,
0xA913E8,,_ZN11CTheScripts14IntroTextLinesE,CTheScripts::IntroTextLines,tScriptText[96],array,
0xA92D68,,_ZN11CTheScripts15IntroRectanglesE,CTheScripts::IntroRectangles,tScriptRectangle[80],array,
0xA94B64,,,,CSprite2d,,
0xA94B68,,_ZN11CTheScripts13ScriptSpritesE,CTheScripts::ScriptSprites,CSprite2d,,
0xA951F8,,colPoints32,colPoints32,CColPoint *,,
0xA95818,,_ZN10CSetPieces10aSetPiecesE,CSetPieces::aSetPieces,CSetPiece[210],array,
0xA972A0,,byte_A972A0,byte_A972A0,char[],array,
0xA974D0,,byte_A974D0,byte_A974D0,char[],array,
0xA974D1,,byte_A974D1,byte_A974D1,char[],array,
0xA974D2,,byte_A974D2,byte_A974D2,char[],array,
0xA974D3,,byte_A974D3,byte_A974D3,char[],array,
0xA97D90,,dword_A97D90,dword_A97D90,int[],array,
0xA98650,,_shoppingItemsPrices,_shoppingItemsPrices,CShoppingItemPrice[],array,
0xA986F0,,dword_A986F0,dword_A986F0,int[],array,
0xA986F4,,dword_A986F4,dword_A986F4,int[],array,
0xA986F8,,dword_A986F8,dword_A986F8,int[],array,
0xA986FC,,dword_A986FC,dword_A986FC,int[],array,
0xA98700,,byte_A98700,byte_A98700,char[],array,
0xA9A310,,Size,Size,int,,
0xA9A318,,dword_A9A318,dword_A9A318,int[300],array,
0xA9A7D8,,byte_A9A7D8,byte_A9A7D8,char[],array,
0xA9A888,,_StuntJumpPool,_StuntJumpPool,void *,,
0xA9A8B8,,dword_A9A8B8,dword_A9A8B8,float,,
0xA9A8BC,,flt_A9A8BC,flt_A9A8BC,float[],array,
0xA9A8C0,,_ZN11CTagManager10ms_tagDescE,CTagManager::ms_tagDesc,tTagDesc[150],array,
0xA9AD94,,trafflight_colorBlueTable,trafflight_colorBlueTable,char[],array,
0xA9AE00,,g_fx,g_fx,Fx_c,,
0xA9AE80,,g_fxMan,g_fxMan,FxManager_c,,
0xA9AFB8,,object,object,CEntity *,,
0xA9AFBC,,dword_A9AFBC,dword_A9AFBC,_DWORD[21],array,
0xA9B018,,dword_A9B018,dword_A9B018,CEntity *,,
0xA9B0C8,,_ZN10CModelInfo16ms_modelInfoPtrsE,CModelInfo::ms_modelInfoPtrs,CPedModelInfo *[20000],array,
0xB4C2D8,,_d2fxModels,_d2fxModels,C2dfxInfoStore,,
0xB4DBE8,,restoreEntries,restoreEntries,RestoreEntry[256],array,
0xB4E3EC,,gpWhiteTexture,gpWhiteTexture,RwTexture *,,
0xB4E3F8,,_ZN17CVehicleModelInfo16ms_upgradeWheelsE,CVehicleModelInfo::ms_upgradeWheels,__int16[60],array,
0xB4E480,,_ZN17CVehicleModelInfo21ms_vehicleColourTableE,CVehicleModelInfo::ms_vehicleColourTable,RwRGBA[128],array,
0xB4E688,,vehicleTxd,vehicleTxd,RwTexDictionary *,,
0xB4E68C,,_ZN17CVehicleModelInfo17ms_pLightsTextureE,CVehicleModelInfo::ms_pLightsTexture,RwTexture *,,
0xB4E690,,_ZN17CVehicleModelInfo19ms_pLightsOnTextureE,CVehicleModelInfo::ms_pLightsOnTexture,RwTexture *,,
0xB4E6A0,,gtaSavedTextureFindCallback,gtaSavedTextureFindCallback,int,,
0xB4E6B8,,_carFrame,_carFrame,RwFrame *,,
0xB4E6D8,,_ZN17CVehicleModelInfo17ms_linkedUpgradesE,CVehicleModelInfo::ms_linkedUpgrades,ComponentLinks,,
0xB4E7E0,,__rwD3D9PixelFormatInfo,__rwD3D9PixelFormatInfo,PixelFormat[128],array,
0xB4E9E0,,RasterExtOffset,RasterExtOffset,RwD3D9Raster *,,
0xB4EA28,,_ZN12CAnimManager26ms_numAnimAssocDefinitionsE,CAnimManager::ms_numAnimAssocDefinitions,int,,
0xB4EA34,,_ZN12CAnimManager19ms_aAnimAssocGroupsE,CAnimManager::ms_aAnimAssocGroups,CAnimBlendAssocGroup *,,
0xB4EA40,,_ZN12CAnimManager14ms_aAnimationsE,CAnimManager::ms_aAnimations,CAnimBlendHierarchy[2500],array,
0xB5D4A0,,_ZN12CAnimManager14ms_aAnimBlocksE,CAnimManager::ms_aAnimBlocks,CAnimBlock[180],array,
0xB5EB50,,dword_B5EB50,dword_B5EB50,void *,,
0xB5EB5C,,CCutsceneMgr::playerWeaponsToRestore_Ammo,CCutsceneMgr__playerWeaponsToRestore_Ammo,int[],array,
0xB5EB90,,CCutsceneMgr::playerWeaponsToRestore_Type,CCutsceneMgr__playerWeaponsToRestore_Type,int[],array,
0xB5EBC8,,_ZN12CCutsceneMgr18ms_cAppendAnimNameE,CCutsceneMgr::ms_cAppendAnimName,char[50][32],array,
0xB5F208,,_ZN12CCutsceneMgr20ms_cAppendObjectNameE,CCutsceneMgr::ms_cAppendObjectName,char[50][32],array,
0xB5F848,,_ZN12CCutsceneMgr15ms_pCutsceneDirE,CCutsceneMgr::ms_pCutsceneDir,CDirectory *,,
0xB5F878,,ClumpOffset,ClumpOffset,CAnimBlendClumpData *,,
0xB5F87C,,g_BoneFoundByName,g_BoneFoundByName,AnimBlendFrameData *,,
0xB5F8B8,,AEAudioHardware,AEAudioHardware,CAEAudioHardware,,
0xB608D0,,AESmoothFadeThread,AESmoothFadeThread,void,,
0xB610F0,,Frequency,Frequency,LARGE_INTEGER,,
0xB612F0,,dword_B612F0,dword_B612F0,int[],array,
0xB6131C,,dword_B6131C,dword_B6131C,_DWORD,,
0xB61334,,stru_B61334,stru_B61334,CVector,,
0xB61358,,stru_B61358,stru_B61358,CVector,,
0xB61418,,word_B61418,word_B61418,__int16[],array,
0xB6141A,,word_B6141A,word_B6141A,__int16[],array,
0xB61670,,gGlobalSpeechContextNextPlayTime,gGlobalSpeechContextNextPlayTime,int[],array,
0xB61C38,,dword_B61C38,dword_B61C38,void,,
0xB61C3C,,dword_B61C3C,dword_B61C3C,int[],array,
0xB61C40,,dword_B61C40,dword_B61C40,int[],array,
0xB61C44,,word_B61C44,word_B61C44,__int16[],array,
0xB61C46,,word_B61C46,word_B61C46,__int16[],array,
0xB61C48,,dword_B61C48,dword_B61C48,int[],array,
0xB61C4C,,_ZN23CAEPedSpeechAudioEntity16s_PedSpeechSlotsE,CAEPedSpeechAudioEntity::s_PedSpeechSlots,__int16[],array,
0xB61C4E,,word_B61C4E,word_B61C4E,__int16[],array,
0xB61C50,,byte_B61C50,byte_B61C50,char[],array,
0xB61C51,,byte_B61C51,byte_B61C51,char[],array,
0xB61C52,,byte_B61C52,byte_B61C52,char[],array,
0xB61D20,,dword_B61D20,dword_B61D20,int[],array,
0xB61D34,,dword_B61D34,dword_B61D34,int[],array,
0xB61D48,,_ZN27CAEPoliceScannerAudioEntity16s_pPSControllingE,CAEPoliceScannerAudioEntity::s_pPSControlling,CAEPoliceScannerAudioEntity *,,
0xB61D78,,dword_B61D78,dword_B61D78,int[],array,
0xB61DB0,,dword_B61DB0,dword_B61DB0,int[],array,
0xB620C0,,dword_B620C0,dword_B620C0,int[],array,
0xB6215C,,dword_B6215C,dword_B6215C,int[],array,
0xB62980,,dword_B62980,dword_B62980,int[],array,
0xB6299C,,dword_B6299C,dword_B6299C,int[],array,
0xB62C1C,,byte_B62C1C,byte_B62C1C,char[],array,
0xB62CB0,,AESoundManager,AESoundManager,CAESoundManager,,
0xB6B970,,utraxThreadDesc,utraxThreadDesc,void,,
0xB6B990,,_ZN21CAEVehicleAudioEntity15s_pPlayerDriverE,CAEVehicleAudioEntity::s_pPlayerDriver,CPed *,,
0xB6B9A0,,_ZN21CAEVehicleAudioEntity18s_DummyEngineSlotsE,CAEVehicleAudioEntity::s_DummyEngineSlots,Unk4[10],array,
0xB6BA78,,dword_B6BA78,dword_B6BA78,float,,
0xB6BA84,,dword_B6BA84,dword_B6BA84,float,,
0xB6BAD4,,hWmvcore,hWmvcore,HMODULE,,
0xB6BAD8,,_wmvcoreLoaded,_wmvcoreLoaded,"int (__stdcall *)(_DWORD, _DWORD, _DWORD)",function,
0xB6BB18,,stru_B6BB18,stru_B6BB18,CAETwinLoopSoundEntity,,
0xB6BBC0,,stru_B6BBC0,stru_B6BBC0,CAETwinLoopSoundEntity,,
0xB6BC90,,AudioEngine,AudioEngine,CAudioEngine,,
0xB6DC6C,,_ZN11CAudioZones14m_aActiveBoxesE,CAudioZones::m_aActiveBoxes,int[],array,
0xB6DC94,,_ZN11CAudioZones16m_aActiveSpheresE,CAudioZones::m_aActiveSpheres,int[],array,
0xB6DCD0,,dword_B6DCD0,dword_B6DCD0,int[],array,
0xB6DCD8,,_ZN11CAudioZones8m_aBoxesE,CAudioZones::m_aBoxes,__int16[],array,
0xB6DCDA,,word_B6DCDA,word_B6DCDA,__int16[],array,
0xB6EBA8,,_ZN11CAudioZones10m_aSpheresE,CAudioZones::m_aSpheres,tAudioZoneSphere[2],array,
0xB6EC1C,,_ZN7CCamera20m_fMouseAccelHorzntlE,CCamera::m_fMouseAccelHorzntl,float,,
0xB6EC5C,,dword_B6EC5C,dword_B6EC5C,eClothesModelPart *,,
0xB6EC7C,,inVec,inVec,RwV3d,,
0xB6ECA0,,gHandShaker,gHandShaker,CamJiggleObject,,
0xB6ED40,,fValue1,fValue1,float,,
0xB6ED44,,flt_B6ED44,flt_B6ED44,float,,
0xB6ED48,,flt_B6ED48,flt_B6ED48,float,,
0xB6ED4C,,flt_B6ED4C,flt_B6ED4C,float,,
0xB6ED50,,flt_B6ED50,flt_B6ED50,float,,
0xB6ED54,,flt_B6ED54,flt_B6ED54,float,,
0xB6ED64,,flt_B6ED64,flt_B6ED64,float,,
0xB6ED68,,flt_B6ED68,flt_B6ED68,float,,
0xB6ED6C,,flt_B6ED6C,flt_B6ED6C,float,,
0xB6EDB8,,flt_B6EDB8,flt_B6EDB8,float,,
0xB6EDD4,,flt_B6EDD4,flt_B6EDD4,float,,
0xB6EDD8,,flt_B6EDD8,flt_B6EDD8,float,,
0xB6EDDC,,flt_B6EDDC,flt_B6EDDC,float,,
0xB6EDE0,,flt_B6EDE0,flt_B6EDE0,float,,
0xB6EDE4,,flt_B6EDE4,flt_B6EDE4,float,,
0xB6EDE8,,flt_B6EDE8,flt_B6EDE8,float,,
0xB6EDF8,,flt_B6EDF8,flt_B6EDF8,float,,
0xB6EDFC,,flt_B6EDFC,flt_B6EDFC,float,,
0xB6EE00,,flt_B6EE00,flt_B6EE00,float,,
0xB6EE68,,flt_B6EE68,flt_B6EE68,float,,
0xB6EE6C,,flt_B6EE6C,flt_B6EE6C,float,,
0xB6EE70,,flt_B6EE70,flt_B6EE70,float,,
0xB6EE74,,flt_B6EE74,flt_B6EE74,float,,
0xB6F028,,TheCamera,TheCamera,CCamera,,
0xB6FDA0,,gIdleCam,gIdleCam,CIdleCam,,
0xB6FEC0,,unk_B6FEC0,unk_B6FEC0,void,,
0xB6FF90,,stru_B6FF90,stru_B6FF90,CVector,,
0xB6FF9C,,stru_B6FF9C,stru_B6FF9C,CVector,,
0xB6FFA8,,stru_B6FFA8,stru_B6FFA8,CVector,,
0xB6FFB4,,stru_B6FFB4,stru_B6FFB4,CVector,,
0xB70034,,stru_B70034,stru_B70034,CVector,,
0xB70048,,bJiggleInit,bJiggleInit,BYTE,,
0xB70080,,byte_B70080,byte_B70080,char,,
0xB700EC,,dword_B700EC,dword_B700EC,float,,
0xB70144,CClock,_ZN6CClock19bClockHasBeenStoredE,CClock::bClockHasBeenStored,bool,,
0xB70148,CClock,_ZN6CClock27ms_Stored_nGameClockSecondsE,CClock::ms_Stored_nGameClockSeconds,unsigned __int16,,
0xB7014A,CClock,_ZN6CClock27ms_Stored_nGameClockMinutesE,CClock::ms_Stored_nGameClockMinutes,unsigned __int8,,
0xB7014B,CClock,_ZN6CClock25ms_Stored_nGameClockHoursE,CClock::ms_Stored_nGameClockHours,unsigned __int8,,
0xB7014C,CClock,_ZN6CClock24ms_Stored_nGameClockDaysE,CClock::ms_Stored_nGameClockDays,unsigned __int8,,
0xB7014D,CClock,_ZN6CClock26ms_Stored_nGameClockMonthsE,CClock::ms_Stored_nGameClockMonths,unsigned __int8,,
0xB7014E,CClock,_ZN6CClock10CurrentDayE,CClock::CurrentDay,unsigned __int8,,
0xB70150,CClock,_ZN6CClock20ms_nGameClockSecondsE,CClock::ms_nGameClockSeconds,unsigned __int16,,
0xB70152,CClock,_ZN6CClock20ms_nGameClockMinutesE,CClock::ms_nGameClockMinutes,unsigned __int8,,
0xB70153,CClock,_ZN6CClock18ms_nGameClockHoursE,CClock::ms_nGameClockHours,unsigned __int8,,
0xB70154,CClock,_ZN6CClock17ms_nGameClockDaysE,CClock::ms_nGameClockDays,unsigned __int8,,
0xB70155,CClock,_ZN6CClock18ms_nGameClockMonthE,CClock::ms_nGameClockMonth,unsigned __int8,,
0xB70158,CClock,_ZN6CClock17ms_nLastClockTickE,CClock::ms_nLastClockTick,unsigned int,,
0xB7015C,CClock,_ZN6CClock29ms_nMillisecondsPerGameMinuteE,CClock::ms_nMillisecondsPerGameMinute,unsigned int,,
0xB70D08,,,,void,,
0xB7147C,,str,str,char[],array,
0xB71510,,gString2,gString2,char[],array,
0xB71670,,gString,gString,char[200],array,
0xB71848,,_ZN11CFileLoader7ms_lineE,CFileLoader::ms_line,char[],array,
0xB71A60,,_ZN8CFileMgr10ms_dirNameE,CFileMgr::ms_dirName,char[],array,
0xB71AE0,,_ZN8CFileMgr14ms_rootDirNameE,CFileMgr::ms_rootDirName,char[],array,
0xB71B68,,_ZN13CCreepingFire13m_aFireStatusE,CCreepingFire::m_aFireStatus,char[32][32],array,
0xB71F80,,gFireManager,gFireManager,CFireManager,,
0xB728E8,,gameTxdSlot,gameTxdSlot,int,,
0xB72914,,_ZN5CGame8currAreaE,CGame::currArea,int,,
0xB72920,,_ZN5CGame17m_pWorkingMatrix1E,CGame::m_pWorkingMatrix1,RwMatrixTag *,,
0xB72924,,_ZN5CGame17m_pWorkingMatrix2E,CGame::m_pWorkingMatrix2,RwMatrixTag *,,
0xB72C28,,byte_B72C28,byte_B72C28,char[],array,
0xB72CA0,,gColourTop,gColourTop,RwRGBA,,
0xB72CB0,,_ZN4CPad12TempKeyStateE,CPad::TempKeyState,CKeyboardState,,
0xB73190,,_ZN4CPad11NewKeyStateE,CPad::NewKeyState,CKeyboardState,,
0xB73458,,Pads,Pads,CPad[2],array,
0xB73710,,colPointEntityCollision,colPointEntityCollision,CColPoint,,
0xB74288,,gMatrixList,gMatrixList,CMatrixLinkList,,
0xB74484,,_ZN6CPools25ms_pPtrNodeSingleLinkPoolE,CPools::ms_pPtrNodeSingleLinkPool,CPool *,,
0xB74488,,_ZN6CPools25ms_pPtrNodeDoubleLinkPoolE,CPools::ms_pPtrNodeDoubleLinkPool,void *,,
0xB7448C,,_EntryInfoNodePool,_EntryInfoNodePool,void *,,
0xB74490,,_ZN6CPools11ms_pPedPoolE,CPools::ms_pPedPool,CPool *,,
0xB74494,,_ZN6CPools15ms_pVehiclePoolE,CPools::ms_pVehiclePool,CPool *,,
0xB74498,,_ZN6CPools16ms_pBuildingPoolE,CPools::ms_pBuildingPool,CPool *,,
0xB7449C,,_ZN6CPools14ms_pObjectPoolE,CPools::ms_pObjectPool,CPool *,,
0xB744A0,,_ZN6CPools13ms_pDummyPoolE,CPools::ms_pDummyPool,void *,,
0xB744A4,,_ZN6CPools16ms_pColModelPoolE,CPools::ms_pColModelPool,CPool *,,
0xB744A8,,_ZN6CPools12ms_pTaskPoolE,CPools::ms_pTaskPool,CPool *,,
0xB744AC,,_ZN6CPools13ms_pEventPoolE_ptr,_ZN6CPools13ms_pEventPoolE_ptr,CPool *,,
0xB744B0,,_PointRoutePool,_PointRoutePool,void *,,
0xB744B4,,_ZN6CPools19ms_pPatrolRoutePoolE,CPools::ms_pPatrolRoutePool,void *,,
0xB744B8,,_NodeRoutePool,_NodeRoutePool,void *,,
0xB744BC,,_ZN6CPools21ms_pTaskAllocatorPoolE_ptr,_ZN6CPools21ms_pTaskAllocatorPoolE_ptr,void *,,
0xB744C0,,_PedIntelligencePool,_PedIntelligencePool,void *,,
0xB744C4,,_PedAttractorPool,_PedAttractorPool,void *,,
0xB74518,,_ZN8CProfile17ms_pProfileStringE,CProfile::ms_pProfileString,char *[7],array,
0xB74538,,_ZN8CProfile14ms_aBarColoursE,CProfile::ms_aBarColours,int[6],array,
0xB74550,,_ZN8CProfile12ms_afEndTimeE,CProfile::ms_afEndTime,float[7],array,
0xB7456C,,_ZN8CProfile19ms_afCumulativeTimeE,CProfile::ms_afCumulativeTime,float[7],array,
0xB74588,,_ZN8CProfile14ms_afStartTimeE,CProfile::ms_afStartTime,float[7],array,
0xB745BC,,_ZN13CQuadTreeNode20ms_pQuadTreeNodePoolE,CQuadTreeNode::ms_pQuadTreeNodePool,CPool *,,
0xB745C4,,gnRendererModelRequestFlags,gnRendererModelRequestFlags,int,,
0xB745CC,,_ZN9CRenderer21ms_pLodDontRenderListE,CRenderer::ms_pLodDontRenderList,tRenderListEntry *,,
0xB745D0,,_ZN9CRenderer17ms_pLodRenderListE,CRenderer::ms_pLodRenderList,tRenderListEntry *,,
0xB745D4,,_ZN9CRenderer21m_pFirstPersonVehicleE,CRenderer::m_pFirstPersonVehicle,CVehicle *,,
0xB745D8,,_ZN9CRenderer23ms_aInVisibleEntityPtrsE,CRenderer::ms_aInVisibleEntityPtrs,CEntity *[150],array,
0xB74830,,_ZN9CRenderer23ms_aVisibleSuperLodPtrsE,CRenderer::ms_aVisibleSuperLodPtrs,CEntity *[50],array,
0xB748F8,,_ZN9CRenderer18ms_aVisibleLodPtrsE,CRenderer::ms_aVisibleLodPtrs,CEntity *[1000],array,
0xB75898,,_ZN9CRenderer21ms_aVisibleEntityPtrsE,CRenderer::ms_aVisibleEntityPtrs,CEntity *[1000],array,
0xB76848,,_ZN9CRenderer16ms_fFarClipPlaneE,CRenderer::ms_fFarClipPlane,float,,
0xB76854,,gpOutEntitiesForGetObjectsInFrustum,gpOutEntitiesForGetObjectsInFrustum,CEntity **,,
0xB76870,,_ZN9CRenderer20ms_vecCameraPositionE,CRenderer::ms_vecCameraPosition,CVector,,
0xB76880,,dword_B76880,dword_B76880,CVector,,
0xB768B4,,dword_B768B4,dword_B768B4,int[],array,
0xB768C0,,,,int[],array,
0xB78200,,_ZN6CStats11StatMessageE,CStats::StatMessage,tStatMessage,,
0xB78A00,,_ZN6CStats21LastMissionPassedNameE,CStats::LastMissionPassedName,char,,
0xB78CC8,,_ZN6CStats21TimesMissionAttemptedE,CStats::TimesMissionAttempted,int[86],array,
0xB78E90,,_ZN6CStats20PedsKilledOfThisTypeE,CStats::PedsKilledOfThisType,int[32],array,
0xB78F10,,_ZN6CStats17StatReactionValueE,CStats::StatReactionValue,float[59],array,
0xB79530,,dword_B79530,dword_B79530,eClothesModelPart *,,
0xB79E3C,,_ZN10CTimeCycle18m_ExtraColourInterE,CTimeCycle::m_ExtraColourInter,float,,
0xB79E50,,_ZN10CTimeCycle22m_fShadowDisplacementYE,CTimeCycle::m_fShadowDisplacementY,float[16],array,
0xB79E90,,_ZN10CTimeCycle22m_fShadowDisplacementXE,CTimeCycle::m_fShadowDisplacementX,float[16],array,
0xB79ED0,,_ZN10CTimeCycle14m_fShadowSideYE,CTimeCycle::m_fShadowSideY,float[16],array,
0xB79F10,,_ZN10CTimeCycle14m_fShadowSideXE,CTimeCycle::m_fShadowSideX,float[16],array,
0xB79F50,,_ZN10CTimeCycle15m_fShadowFrontYE,CTimeCycle::m_fShadowFrontY,float[16],array,
0xB79F90,,_ZN10CTimeCycle15m_fShadowFrontXE,CTimeCycle::m_fShadowFrontX,float[16],array,
0xB79FD8,,CTimeCyc::IlluminationPool,CTimeCyc__IlluminationPool,char[],array,
0xB7A090,,CTimeCyc::CloudAlpha3Pool,CTimeCyc__CloudAlpha3Pool,char[],array,
0xB7A148,,CTimeCyc::CloudAlpha2Pool,CTimeCyc__CloudAlpha2Pool,char[],array,
0xB7A200,,CTimeCyc::CloudAlpha1Pool,CTimeCyc__CloudAlpha1Pool,char[],array,
0xB7A2B8,,CTimeCyc::Alpha2Pool,CTimeCyc__Alpha2Pool,char[],array,
0xB7A370,,CTimeCyc::RGB2BluePool,CTimeCyc__RGB2BluePool,char[],array,
0xB7A428,,CTimeCyc::RGB2GreenPool,CTimeCyc__RGB2GreenPool,char[],array,
0xB7A4E0,,CTimeCyc::RGB2RedPool,CTimeCyc__RGB2RedPool,char[],array,
0xB7A598,,CTimeCyc::Alpha1Pool,CTimeCyc__Alpha1Pool,char[],array,
0xB7A650,,CTimeCyc::RGB1BluePool,CTimeCyc__RGB1BluePool,char[],array,
0xB7A708,,CTimeCyc::RGB1GreenPool,CTimeCyc__RGB1GreenPool,char[],array,
0xB7A7C0,,CTimeCyc::RGB1RedPool,CTimeCyc__RGB1RedPool,char[],array,
0xB7A878,,CTimeCyc::WaterAlphaPool,CTimeCyc__WaterAlphaPool,char[],array,
0xB7A930,,CTimeCyc::WaterBluePool,CTimeCyc__WaterBluePool,char[],array,
0xB7A9E8,,CTimeCyc::WaterGreenPool,CTimeCyc__WaterGreenPool,char[],array,
0xB7AAA0,,CTimeCyc::WaterRedPool,CTimeCyc__WaterRedPool,char[],array,
0xB7AB58,,CTimeCyc::BottomCloudRedPool,CTimeCyc__BottomCloudRedPool,char[],array,
0xB7AC10,,CTimeCyc::BottomCloudGreenPool,CTimeCyc__BottomCloudGreenPool,char[],array,
0xB7ACC8,,CTimeCyc::BottomCloudBluePool,CTimeCyc__BottomCloudBluePool,char[],array,
0xB7AD80,,CTimeCyc::LowCloudsBluePool,CTimeCyc__LowCloudsBluePool,char[],array,
0xB7AE38,,CTimeCyc::LowCloudsGreenPool,CTimeCyc__LowCloudsGreenPool,char[],array,
0xB7AEF0,,CTimeCyc::LowCloudsRedPool,CTimeCyc__LowCloudsRedPool,char[],array,
0xB7AFA8,,CTimeCyc::LightOnGroundPool,CTimeCyc__LightOnGroundPool,char[],array,
0xB7B060,,CTimeCyc::FogStPool,CTimeCyc__FogStPool,__int16[],array,
0xB7B1D0,,CTimeCyc::FarClipPool,CTimeCyc__FarClipPool,WORD[184],array,
0xB7B340,,CTimeCyc::PoleShdPool,CTimeCyc__PoleShdPool,char[],array,
0xB7B3F8,,CTimeCyc::LightShdPool,CTimeCyc__LightShdPool,char[],array,
0xB7B4B0,,CTimeCyc::ShdwPool,CTimeCyc__ShdwPool,char[],array,
0xB7B568,,CTimeCyc::SprBghtPool,CTimeCyc__SprBghtPool,char[],array,
0xB7B620,,CTimeCyc::SprSzPool,CTimeCyc__SprSzPool,char[],array,
0xB7B6D8,,CTimeCyc::SunSzPool,CTimeCyc__SunSzPool,char[],array,
0xB7B790,,CTimeCyc::SuncoronaBluePool,CTimeCyc__SuncoronaBluePool,char[],array,
0xB7B848,,CTimeCyc::SuncoronaGreenPool,CTimeCyc__SuncoronaGreenPool,char[],array,
0xB7B900,,CTimeCyc::SuncoronaRedPool,CTimeCyc__SuncoronaRedPool,char[],array,
0xB7B9B8,,CTimeCyc::SuncoreBluePool,CTimeCyc__SuncoreBluePool,char[],array,
0xB7BA70,,CTimeCyc::SuncoreGreenPool,CTimeCyc__SuncoreGreenPool,char[],array,
0xB7BB28,,CTimeCyc::SuncoreRedPool,CTimeCyc__SuncoreRedPool,char[],array,
0xB7BBE0,,CTimeCyc::SkyBotBluePool,CTimeCyc__SkyBotBluePool,char[],array,
0xB7BC98,,CTimeCyc__SkyBotGreenPool,CTimeCyc__SkyBotGreenPool,char[],array,
0xB7BD50,,CTimeCyc::SkyBotRedPool,CTimeCyc__SkyBotRedPool,char[],array,
0xB7BE08,,CTimeCyc::SkyTopBluePool,CTimeCyc__SkyTopBluePool,char[],array,
0xB7BEC0,,CTimeCyc::SkyTopGreenPool,CTimeCyc__SkyTopGreenPool,char[],array,
