10en,Module,Name,DemangledName,Type,RawType,Size,DefaultValues,Comment,IsReadOnly
0x66188C,,MatFXMaterialDataOffset,MatFXMaterialDataOffset,,,1,,,0
0x66189C,,MatFXAtomicDataOffset,MatFXAtomicDataOffset,,,1,,,0
0x6618A0,,MatFXWorldSectorDataOffset,MatFXWorldSectorDataOffset,,,1,,,0
0x662E90,,NumRenderStateChanges,NumRenderStateChanges,,,1,,,0
0x662EA0,,_RwD3D8CurrentModeIndex,_RwD3D8CurrentModeIndex,,,1,,,0
0x662EA8,,LastMaterial,LastMaterial,,,1,,,0
0x662EEC,,hWnd,hWnd,HWND,,4,,,0
0x662EF0,,_RwD3DDevice,_RwD3DDevice,,,1,,,0
0x662EF4,,_RwD3D8DepthStencilSurface,_RwD3D8DepthStencilSurface,,,1,,,0
0x662EFC,,_RwDirect3DObject,_RwDirect3DObject,,,1,,,0
0x662F00,,NeedToCopyFromBackBuffer,NeedToCopyFromBackBuffer,,,1,,,0
0x662F04,,SystemStarted,SystemStarted,,,1,,,0
0x662F0C,,NumDisplayModes,NumDisplayModes,,,1,,,0
0x662F18,,DisplayModes,DisplayModes,,,1,,,0
0x662F1C,,LastVertexBufferStride,LastVertexBufferStride,,,1,,,0
0x662F20,,LastWorldMatrixUsedIdentity,LastWorldMatrixUsedIdentity,,,1,,,0
0x662F28,,LastMatrixUsed,LastMatrixUsed,int[],,4,,,0
0x663338,,MatrixFreeList,MatrixFreeList,,,1,,,0
0x66333C,,MaxNumLights,MaxNumLights,,,1,,,0
0x663340,,LightsCache,LightsCache,,,1,,,0
0x663344,,DynamicVertexBufferList,DynamicVertexBufferList,,,1,,,0
0x663348,,DynamicVertexBufferFreeList,DynamicVertexBufferFreeList,,,1,,,0
0x66334C,,CurrentDynamicVertexBufferManager,CurrentDynamicVertexBufferManager,,,1,,,0
0x663350,,OffSetDynamicVertexBufferManager,OffSetDynamicVertexBufferManager,int[],,4,,,0
0x663360,,SizeDynamicVertexBufferManager,SizeDynamicVertexBufferManager,int[],,4,,,0
0x663370,,DynamicVertexBufferManager,DynamicVertexBufferManager,int[],,4,,,0
0x663380,,VertexShaderList,VertexShaderList,,,1,,,0
0x663384,,PixelShaderList,PixelShaderList,,,1,,,0
0x66338C,,_rwD3D8CPUSupportsSSE,_rwD3D8CPUSupportsSSE,,,1,,,0
0x663390,,lightModule,lightModule,,,1,,,0
0x6633E4,,CurrentVertexBuffer,CurrentVertexBuffer,,,1,,,0
0x6636F8,,RxPipelineInstanced,RxPipelineInstanced,,,1,,,0
0x6636FC,,_rxHeapGlobal,_rxHeapGlobal,,,1,,,0
0x663700,,toolkitRegEntries,toolkitRegEntries,,,1,,,0
0x663704,,toolkitNonFLRegList,toolkitNonFLRegList,,,1,,,0
0x663708,,numRegToolkits,numRegToolkits,,,1,,,0
0x66370C,,errorModule,errorModule,,,1,,,0
0x663C68,,MeshStatic,MeshStatic,,,1,,,0
0x663C90,,dwAtomicSkinPluginOffset,dwAtomicSkinPluginOffset,,,1,,,0
0x663C94,,dwGeometrySkinPluginOffset,dwGeometrySkinPluginOffset,,,1,,,0
0x663CAC,,_rpSkinGlobals,_rpSkinGlobals,,,1,,,0
0x663CC8,,openglMatFXAtomicPipeline,openglMatFXAtomicPipeline,,,1,,,0
0x663CCC,,MatFXWorldSectorPipe,MatFXWorldSectorPipe,,,1,,,0
0x663CD0,,BumpMapPixelShader,BumpMapPixelShader,,,1,,,0
0x663CD4,,EnvMapPixelShader,EnvMapPixelShader,,,1,,,0
0x663CD8,,EnvMapNoBaseTexturePixelShader,EnvMapNoBaseTexturePixelShader,,,1,,,0
0x663CDC,,BumpEnvMapPixelShader,BumpEnvMapPixelShader,,,1,,,0
0x663CE0,,VideoCardSupportsMultitexture,VideoCardSupportsMultitexture,,,1,,,0
0x663CE4,,VideoCardSupportsMultiplyAdd,VideoCardSupportsMultiplyAdd,,,1,,,0
0x663CE8,,VideoCardSupportsModulate2X,VideoCardSupportsModulate2X,,,1,,,0
0x663CEC,,VideoCardSupportsDiffuseInStage0,VideoCardSupportsDiffuseInStage0,,,1,,,0
0x663CF0,,VideoCardMaxTextureBlendStages,VideoCardMaxTextureBlendStages,,,1,,,0
0x663CF4,,gMemoryLimits,gMemoryLimits,,,1,,,0
0x663D30,,CurrentBaseIndex3D,CurrentBaseIndex3D,,,1,,,0
0x663D34,,CurrentVertexBuffer3D,CurrentVertexBuffer3D,,,1,,,0
0x663D38,,IB3DOffset,IB3DOffset,,,1,,,0
0x663D3C,,IndexBuffer3D,IndexBuffer3D,,,1,,,0
0x663D48,,PointLight,PointLight,,,1,,,0
0x663DB0,,DirectionalLight,DirectionalLight,,,1,,,0
0x663E18,,D3D8LightOffset,D3D8LightOffset,,,1,,,0
0x663E1C,,VideoCardMaxActiveLights,VideoCardMaxActiveLights,,,1,,,0
0x663E20,,LightIndexFree,LightIndexFree,,,1,,,0
0x663E24,,NumLightIndexFree,NumLightIndexFree,,,1,,,0
0x663E28,,MaxLightIndexFree,MaxLightIndexFree,,,1,,,0
0x663E2C,,LightsToEnable,LightsToEnable,,,1,,,0
0x663E30,,NumLightsToEnable,NumLightsToEnable,,,1,,,0
0x663E34,,MaxLightsToEnable,MaxLightsToEnable,,,1,,,0
0x663E38,,LightsToDisable,LightsToDisable,,,1,,,0
0x663E3C,,NumLightsToDisable,NumLightsToDisable,,,1,,,0
0x663E40,,MaxLightsToDisable,MaxLightsToDisable,,,1,,,0
0x663E48,,FvfFreeList,FvfFreeList,,,1,,,0
0x663E4C,,FreeVBFreeList,FreeVBFreeList,,,1,,,0
0x663E50,,CreatedVBFreeList,CreatedVBFreeList,,,1,,,0
0x663EC0,,_ZN9CTheZones12MapZoneArrayE,CTheZones::MapZoneArray,__int64[],,8,,,0
0x664480,,_ZN4CHud20m_HelpMessageToPrintE,CHud::m_HelpMessageToPrint,__int64[],,8,,,0
0x6652E8,,_ZN11CWaterLevel11apGeomArrayE,CWaterLevel::apGeomArray,int[],,4,,,0
0x665488,,_ZN11CWaterLevel11ms_aWaterZsE,CWaterLevel::ms_aWaterZs,float,,4,,,0
0x665548,,_ZN10CTimeCycle13m_VectorToSunE,CTimeCycle::m_VectorToSun,float,,4,,,0
0x665608,,_ZN6CWorld11ms_aSectorsE,CWorld::ms_aSectors,int[],,4,,,0
0x6C7090,,_ZN10CStreaming16ms_aInfoForModelE,CStreaming::ms_aInfoForModel,char[],,1,,,0
0x6E60A0,,_ZN10CStreaming15ms_imageOffsetsE,CStreaming::ms_imageOffsets,int[],,4,,,0
0x6E60D0,,_ZN4CPad11NewKeyStateE,CPad::NewKeyState,__int16[],,2,,,0
0x6E69C0,,meshModule,meshModule,,,1,,,0
0x6E7FA8,,_ZN13CMovingThings13aMovingThingsE,CMovingThings::aMovingThings,,,1,,,0
0x6E8F28,,_ZN4CHud17m_LastHelpMessageE,CHud::m_LastHelpMessage,__int64[],,8,,,0
0x6E9128,,_ZN6CStats12FastestTimesE,CStats::FastestTimes,__int64[],,8,,,0
0x6E9168,,_ZN9CSprite2d10maVerticesE,CSprite2d::maVertices,RwD3D8Vertex[8],,224,,,0
0x6E9248,,_ZN11CPopulation13ms_pPedGroupsE,CPopulation::ms_pPedGroups,int[],,4,,,0
0x6E9920,,_ZN9CRenderer21ms_aVisibleEntityPtrsE,CRenderer::ms_aVisibleEntityPtrs,int[],,4,,,0
0x6ED460,,ScriptParams,ScriptParams,float,,4,,,0
0x6ED4E0,,_ZN11CFileLoader7ms_lineE,CFileLoader::ms_line,char[],,256,,,0
0x6ED5E0,,_ZN6CRadar13ms_RadarTraceE,CRadar::ms_RadarTrace,int[],,4,,,0
0x6EDBE0,,_ZN7CDarkel15RegisteredKillsE,CDarkel::RegisteredKills,__int16[],,2,,,0
0x6EDF7C,,_ZN6CGangs4GangE,CGangs::Gang,char[],,1,,,0
0x6EE040,,vertexbufferA,vertexbufferA,,,1,,,0
0x6EE270,,CriticalSection,CriticalSection,struct _RTL_CRITICAL_SECTION,,24,,,0
0x6EE450,,_ZN11CTheScripts14UpsideDownCarsE,CTheScripts::UpsideDownCars,,,1,,,0
0x6EE480,,_ZN6CGlass11aGlassPanesE,CGlass::aGlassPanes,,,1,,,0
0x6EF830,,gaEvent,gaEvent,int[],,4,,,0
0x6F01A0,,stAnimBlocks,stAnimBlocks,,,1,,,0
0x6F0360,,Pads,Pads,,,1,,,0
0x6F0738,,gpRubbishTexture,gpRubbishTexture,int[],,4,,,0
0x6F0748,,_ZN10CTimeCycle22m_fShadowDisplacementXE,CTimeCycle::m_fShadowDisplacementX,float,,4,,,0
0x6F0788,,_ZN10CTimeCycle22m_fShadowDisplacementYE,CTimeCycle::m_fShadowDisplacementY,float,,4,,,0
0x6F07C8,,SlotFileName,SlotFileName,__int16[],,2,,,0
0x6F1D08,,dgGGlobals,dgGGlobals,,,1,,,0
0x6F1D10,,AmbientLightColourForFrame_PedsCarsAndObjects,AmbientLightColourForFrame_PedsCarsAndObjects,,,1,,,0
0x6F1E60,,_ZN4CPad26PCTempMouseControllerStateE,CPad::PCTempMouseControllerState,,,1,,,0
0x6F1E63,,bCurMouseWheelUp,bCurMouseWheelUp,,,1,,,0
0x6F1E64,,bCurMouseWheelDown,bCurMouseWheelDown,,,1,,,0
0x6F1E68,,fCurMousePosX,fCurMousePosX,,,1,,,0
0x6F1E6C,,fCurMousePosY,fCurMousePosY,,,1,,,0
0x6F1E70,,_ZN4CPad11OldKeyStateE,CPad::OldKeyState,__int16[],,2,,,0
0x6F20E0,,mod_ParticleSystemManager,mod_ParticleSystemManager,tParticleSystemData[68],,9248,,,0
0x6F4500,,_ZN9CSprite2d14mCurrentSpriteE,CSprite2d::mCurrentSprite,__int64[],,8,,,0
0x6F46A8,,_ZN19CRecordDataForChase10pChaseCarsE,CRecordDataForChase::pChaseCars,int[],,4,,,0
0x6F46F8,,AmbientLightColourForFrame,AmbientLightColourForFrame,,,1,,,0
0x6F4708,,_ZN11CObjectData14ms_aObjectInfoE,CObjectData::ms_aObjectInfo,float[],,4,,,0
0x6FA108,,_ZN10CModelInfo18ms_clumpModelStoreE,CModelInfo::ms_clumpModelStore,int[],,4,,,0
0x6FA4E0,,_ZN7CCranes7aCranesE,CCranes::aCranes,int[],,4,,,0
0x6FA8E0,,_ZN6CGlass22apEntitiesToBeRenderedE,CGlass::apEntitiesToBeRendered,int[],,4,,,0
0x6FAB60,,_ZN6CWorld19ms_bigBuildingsListE,CWorld::ms_bigBuildingsList,int[],,4,,,0
0x6FAB70,,BankStartOffset,BankStartOffset,int[],,4,,,0
0x6FACF8,,TheCamera,TheCamera,_DWORD,,4,,,0
0x6FAD0C,,x,x,float,,4,,,0
0x6FAD10,,y,y,float,,4,,,0
0x6FAD2C,,fCamPosX,fCamPosX,float,,4,,,0
0x6FAD6A,,buffer,buffer,char,,1,,,0
0x709C58,,_ZN12CCutsceneMgr23ms_cutsceneAssociationsE,CCutsceneMgr::ms_cutsceneAssociations,,,1,,,0
0x709C60,,_ZN10CCullZones15aAttributeZonesE,CCullZones::aAttributeZones,float[],,4,,,0
0x70BBE0,,_ZN11CReferences5aRefsE,CReferences::aRefs,int[],,4,,,0
0x70D828,,_ZN6CStats21LastMissionPassedNameE,CStats::LastMissionPassedName,__int64[],,8,,,0
0x70D830,,apCarsToKeep,apCarsToKeep,int[],,4,,,0
0x70D990,,version_name,version_name,,,1,,,0
0x70D9D0,,_ZN12CCutsceneMgr15ms_cutsceneNameE,CCutsceneMgr::ms_cutsceneName,,,1,,,0
0x70EA18,,_ZN19CRecordDataForChase14pBaseMemForCarE,CRecordDataForChase::pBaseMemForCar,int[],,4,,,0
0x70EA74,,_ZN11CTheScripts14IntroTextLinesE,CTheScripts::IntroTextLines,char[],,1,,,0
0x70F290,,OS_Version,OS_Version,,,1,,,0
0x70F430,,_ZN12CAnimManager14ms_aAnimationsE,CAnimManager::ms_aAnimations,char[10000],,10000,,,0
0x711B40,,gString,gString,char[],,1,,,0
0x711C40,,_ZN17CVehicleModelInfo21ms_colourTextureTableE,CVehicleModelInfo::ms_colourTextureTable,int[],,4,,,0
0x713C08,,_ZN9CMessages14PreviousBriefsE,CMessages::PreviousBriefs,tPreviousBrief[],,160,,,0
0x713CA8,CFileMgr,_ZN8CFileMgr10ms_dirNameE,CFileMgr::ms_dirName,char[128],,128,,,0
0x713D28,,_ZN10CSceneEdit5MovieE,CSceneEdit::Movie,int[],,4,,,0
0x7143F8,,_rwIm3DModule,_rwIm3DModule,,,1,,,0
0x714400,,_ZN9CTheZones13ZoneInfoArrayE,CTheZones::ZoneInfoArray,__int16[],,2,,,0
0x715C28,,work_buff,work_buff,char[],,1,,,0
0x726768,,Scene,Scene,int,,4,,,0
0x72676C,,pRwCamera,pRwCamera,int,,4,,,0
0x7268F0,,_ZN14CMoneyMessages14aMoneyMessagesE,CMoneyMessages::aMoneyMessages,int[],,4,,,0
0x726CB0,,_ZN14CTempColModels15ms_colModelPed1E,CTempColModels::ms_colModelPed1,,,1,,,0
0x726D08,,_ZN14CTempColModels15ms_colModelPed2E,CTempColModels::ms_colModelPed2,,,1,,,0
0x726D60,,_ZN11CWaterLevel15aWaterBlockListE,CWaterLevel::aWaterBlockList,char[],,1,,,0
0x727D62,,_ZN11CTheScripts17ScriptSphereArrayE,CTheScripts::ScriptSphereArray,__int16[],,2,,,0
0x727FE0,,_ZN14CTempColModels15ms_colModelBBoxE,CTempColModels::ms_colModelBBox,,,1,,,0
0x728060,,mod_HandlingManager,mod_HandlingManager,,,1,,,0
0x72B3A8,,_ZN11CRoadBlocks15RoadBlockObjectE,CRoadBlocks::RoadBlockObject,__int16[],,2,,,0
0x72B858,,SlotSaveDate,SlotSaveDate,__int16[],,2,,,0
0x72BCB8,,CompileDateAndTime,CompileDateAndTime,,,1,,,0
0x72BCD0,,_ZN8CGarages8aGaragesE,CGarages::aGarages,char[],,1,,,0
0x72CE50,,_ZN10CTimeCycle15m_fShadowFrontYE,CTimeCycle::m_fShadowFrontY,float,,4,,,0
0x72CE90,,_ZN10CTimeCycle15m_fShadowFrontXE,CTimeCycle::m_fShadowFrontX,float,,4,,,0
0x72CED0,,BufferDataToBeSaved,BufferDataToBeSaved,char[],,4,,,0
0x72CF5C,,_ZN5CHeli6pHelisE,CHeli::pHelis,,,1,,,0
0x72CF7C,,stDxInput_pDxInputDevice8,stDxInput_pDxInputDevice8,,,1,,,0
0x72D109,,_ZN11CTheScripts15IntroRectanglesE,CTheScripts::IntroRectangles,char[],,1,,,0
0x72D408,,_ZN10C3dMarkers14m_aMarkerArrayE,C3dMarkers::m_aMarkerArray,,,1,,,0
0x72E308,,DirectionalLightColour,DirectionalLightColour,,,1,,,0
0x72E318,,_ZN4CHud9m_MessageE,CHud::m_Message,__int64[],,8,,,0
0x732A18,,resourcesModule,resourcesModule,,,1,,,0
0x732A20,,gPhoneInfo,gPhoneInfo,,,1,,,0
0x733810,,_ZN11CRoadBlocks7InOrOutE,CRoadBlocks::InOrOut,char[],,1,,,0
0x7341E0,,cSampleManager,cSampleManager,,,1,,,0
0x74B018,,gUString,gUString,_WORD,,2,,,0
0x74B248,,_ZN11CTheScripts11ScriptSpaceE,CTheScripts::ScriptSpace,char[],,10,,,0
0x773260,,_ZN11CWaterLevel14ms_aWaterRectsE,CWaterLevel::ms_aWaterRects,char[768],,768,,,0
0x773560,,_ZN10CStreaming17ms_vehiclesLoadedE,CStreaming::ms_vehiclesLoaded,__int64[],,8,,,0
0x773628,,_ZN9CMessages11BIGMessagesE,CMessages::BIGMessages,BigMessage[6],,1056,,,0
0x773A48,CGame,_ZN5CGame8aDatFileE,CGame::aDatFile,char[32],,32,,,0
0x774BE8,,_ZN9CSprite2d10mBankStartE,CSprite2d::mBankStart,int[],,4,,,0
0x774DE8,,_ZN4CPad12TempKeyStateE,CPad::TempKeyState,_DWORD[6],,24,,,0
0x775058,,_ZN11CWaterLevel19aWaterFineBlockListE,CWaterLevel::aWaterFineBlockList,char[],,1,,,0
0x83D408,,_ZN10CModelInfo16ms_modelInfoPtrsE,CModelInfo::ms_modelInfoPtrs,int[],,4,,,0
0x8429F8,,_ZN9CSprite2d14maBankVerticesE,CSprite2d::maBankVertices,,,1,,,0
0x846288,,TempBufferRenderIndexList,TempBufferRenderIndexList,__int16[],,2,,,0
0x8472A0,,_ZN4CPad23OldMouseControllerStateE,CPad::OldMouseControllerState,,,1,,,0
0x8472A3,,bOldMouseWheelUp,bOldMouseWheelUp,,,1,,,0
0x8472A4,,bOldMouseWheelDown,bOldMouseWheelDown,,,1,,,0
0x8472A8,,fOldMousePosX,fOldMousePosX,,,1,,,0
0x8472AC,,fOldMousePosY,fOldMousePosY,,,1,,,0
0x847330,,_ZN10CCullZones8aIndicesE,CCullZones::aIndices,__int16[],,110000,,,0
0x8620E0,,_ZN5CBoat26apFrameWakeGeneratingBoatsE,CBoat::apFrameWakeGeneratingBoats,int[],,4,,,0
0x8620F0,,_ZN11CTheScripts24InvisibilitySettingArrayE,CTheScripts::InvisibilitySettingArray,int[],,4,,,0
0x862170,,_ZN12CCutsceneMgr19ms_pCutsceneObjectsE,CCutsceneMgr::ms_pCutsceneObjects,int[50],,200,,,0
0x862238,,_ZN12CUserDisplay10OnscnTimerE,CUserDisplay::OnscnTimer,,,1,,,0
0x8622B0,,_ZN6CStats13HighestScoresE,CStats::HighestScores,__int64[],,8,,,0
0x8622F0,,_ZN11CTheScripts24OnAMissionForContactFlagE,CTheScripts::OnAMissionForContactFlag,__int64[],,8,,,0
0x862330,,TempBufferRenderVertices,TempBufferRenderVertices,float[],,4,,,0
0x864750,,_ZN10CCullZones6aZonesE,CCullZones::aZones,char[12],,12,,,0
0x86B0F8,,AmbientLightColour,AmbientLightColour,,,1,,,0
0x86B888,,_ZN4CHud13m_HelpMessageE,CHud::m_HelpMessage,__int64[],,8,,,0
0x86BE88,,_ZN14CTempColModels18ms_colModelBumper1E,CTempColModels::ms_colModelBumper1,,,1,,,0
0x86BEE0,,_ZN9CTheZones9ZoneArrayE,CTheZones::ZoneArray,__int64[],,8,,,0
0x86C9D0,,_ZN10CCullZones35aPointersToBigBuildingsForBuildingsE,CCullZones::aPointersToBigBuildingsForBuildings,__int64[],,8,,,0
0x8786E0,,_ZN9CMessages13BriefMessagesE,CMessages::BriefMessages,Message[],,352,,,0
0x878840,,_ZN4CHud14m_PagerMessageE,CHud::m_PagerMessage,__int16[],,404,,,0
0x878A40,,format,format,char,,1,,,0
0x878C40,,_ZN14CTempColModels17ms_colModelWheel1E,CTempColModels::ms_colModelWheel1,,,1,,,0
0x878C98,,_ZN8CPickups8aPickUpsE,CPickups::aPickUps,char[],,1,,,0
0x87BDD8,,_ZN14CTempColModels17ms_colModelPanel1E,CTempColModels::ms_colModelPanel1,,,1,,,0
0x87BE30,,_ZN14CTempColModels20ms_colModelBodyPart2E,CTempColModels::ms_colModelBodyPart2,,,1,,,0
0x87BE88,,_ZN14CTempColModels20ms_colModelBodyPart1E,CTempColModels::ms_colModelBodyPart1,,,1,,,0
0x87BEF0,,LightStrengths,LightStrengths,int[],,4,,,0
0x87C588,,_ZN11CTheScripts9StuckCarsE,CTheScripts::StuckCars,,,1,,,0
0x87C648,,alChannel,alChannel,int[],,4,,,0
0x87C6B8,,DirectionalLightColourForFrame,DirectionalLightColourForFrame,,,1,,,0
0x87C6C8,,_ZN10CTimeCycle14m_fShadowSideYE,CTimeCycle::m_fShadowSideY,float,,4,,,0
0x87C708,,_ZN10CTimeCycle14m_fShadowSideXE,CTimeCycle::m_fShadowSideX,float,,4,,,0
0x87C748,,_ZN15CProjectileInfo15ms_apProjectileE,CProjectileInfo::ms_apProjectile,int[],,4,,,0
0x87C960,,_ZN14CTempColModels17ms_colModelCutObjE,CTempColModels::ms_colModelCutObj,,,1,,,0
0x87CB18,,_ZN17CTheCarGenerators17CarGeneratorArrayE,CTheCarGenerators::CarGeneratorArray,int[],,4,,,0
0x87F818,,_ZN10CStreaming19ms_pStreamingBufferE,CStreaming::ms_pStreamingBuffer,LPVOID,,4,,,0
0x87F9A8,,aCarsToKeepTime,aCarsToKeepTime,int[],,4,,,0
0x87FD10,,gAccidentManager,gAccidentManager,,,1,,,0
0x87FEF0,,nStreamLength,nStreamLength,int[9],,36,,,0
0x880200,,_ZN11CTheScripts21BaseBriefIdForContactE,CTheScripts::BaseBriefIdForContact,__int64[],,8,,,0
0x880480,,_ZN14CTempColModels23ms_colModelPedGroundHitE,CTempColModels::ms_colModelPedGroundHit,,,1,,,0
0x8804D8,,_ZN7CReplay12BufferStatusE,CReplay::BufferStatus,__int64[],,8,,,0
0x880670,,_ZN14CTempColModels16ms_colModelBoot1E,CTempColModels::ms_colModelBoot1,,,1,,,0
0x880850,,_ZN14CTempColModels16ms_colModelDoor1E,CTempColModels::ms_colModelDoor1,,,1,,,0
0x8808A8,,_ZN14CTempColModels18ms_colModelBonnet1E,CTempColModels::ms_colModelBonnet1,,,1,,,0
0x8809F0,,_ZN4CPad23NewMouseControllerStateE,CPad::NewMouseControllerState,,,1,,,0
0x8809F3,,bMouseWheelUp,bMouseWheelUp,,,1,,,0
0x8809F4,,bMouseWheelDown,bMouseWheelDown,,,1,,,0
0x8809F8,,fMousePosX,fMousePosX,,,1,,,0
0x8809FC,,fMousePosY,fMousePosY,,,1,,,0
0x880A00,,_ZN18CMotionBlurStreaks8aStreaksE,CMotionBlurStreaks::aStreaks,int[],,4,,,0
0x880B50,,_ZN9CRenderer23ms_aInVisibleEntityPtrsE,CRenderer::ms_aInVisibleEntityPtrs,int[],,600,,,0
0x880DA8,,_ZN10CCullZones29CurrentWantedLevelDrop_PlayerE,CCullZones::CurrentWantedLevelDrop_Player,,,1,,,0
0x880DB8,,_ZN10CStreaming15ms_channelErrorE,CStreaming::ms_channelError,,,1,,,0
0x880DF8,,_ZN6CStats20PedsKilledOfThisTypeE,CStats::PedsKilledOfThisType,,,1,,,0
0x880E1C,,_ZN4CHud18m_HelpMessageStateE,CHud::m_HelpMessageState,,,1,,,0
0x880E24,,_ZN6CStats22TimeTakenDefuseMissionE,CStats::TimeTakenDefuseMission,,,1,,,0
0x880E28,,_ZN6CPools14ms_pObjectPoolE,CPools::ms_pObjectPool,,,1,,,0
0x880E2C,,_ZN10CStreaming16ms_lastImageReadE,CStreaming::ms_lastImageRead,,,1,,,0
0x880F5C,,_ZN8CCarCtrl24LastTimeFireTruckCreatedE,CCarCtrl::LastTimeFireTruckCreated,,,1,,,0
0x880F64,,_ZN10CSceneEdit7pActorsE,CSceneEdit::pActors,int[],,4,,,0
0x880F78,,pNastyClump,pNastyClump,,,1,,,0
0x880F7C,,pDirect,pDirect,,,1,,,0
0x880F84,,_ZN7CReplay25FramesActiveLookAroundCamE,CReplay::FramesActiveLookAroundCam,,,1,,,0
0x880F88,,_ZN19CRecordDataForChase14TimeMultiplierE,CRecordDataForChase::TimeMultiplier,,,1,,,0
0x880F8C,,_ZN10CStreaming18ms_memoryAvailableE,CStreaming::ms_memoryAvailable,,,1,,,0
0x880F90,,_ZN7CReplay12WorldPtrListE,CReplay::WorldPtrList,,,1,,,0
0x880FA4,,_ZN4CHud18m_HelpMessageTimerE,CHud::m_HelpMessageTimer,,,1,,,0
0x880FA8,,_ZN6CStats14Record4x4ThreeE,CStats::Record4x4Three,,,1,,,0
0x880FAC,,_ZN7CReplay11pReferencesE,CReplay::pReferences,,,1,,,0
0x880FB4,,ppv,ppv,LPVOID,,4,,,0
0x880FB8,,_ZN10CTimeCycle14m_FogReductionE,CTimeCycle::m_FogReduction,,,1,,,0
0x880FC0,,AudioManager,AudioManager,,,1,,,0
0x880FDC,,SampleManager,SampleManager,,,1,,,0
0x885AD8,,pPath4Nodes,pPath4Nodes,,,1,,,0
0x885AF0,,_ZN11CPopulation17ms_nTotalGangPedsE,CPopulation::ms_nTotalGangPeds,,,1,,,0
0x885AF4,,_ZN8CWeather9FoggynessE,CWeather::Foggyness,,,1,,,0
0x885AF8,,_ZN12CAnimManager16ms_numAnimBlocksE,CAnimManager::ms_numAnimBlocks,,,1,,,0
0x885AFC,,_ZN11CPopulation10ms_nNumCopE,CPopulation::ms_nNumCop,,,1,,,0
0x885B00,,_ZN7CDarkel12PreviousTimeE,CDarkel::PreviousTime,,,1,,,0
0x885B04,,gpSkidBloodTex,gpSkidBloodTex,,,1,,,0
0x885B24,,_ZN6CRadar9CatSpriteE,CRadar::CatSprite,,,1,,,0
0x885B28,,_ZN18CVisibilityPlugins18ms_vehicleLod0DistE,CVisibilityPlugins::ms_vehicleLod0Dist,,,1,,,0
0x885B2C,,_ZN6CStats19TotalProgressInGameE,CStats::TotalProgressInGame,,,1,,,0
0x885B30,,_ZN18CVisibilityPlugins18ms_vehicleLod1DistE,CVisibilityPlugins::ms_vehicleLod1Dist,,,1,,,0
0x885B34,,_ZN7CDarkel12ModelToKill4E,CDarkel::ModelToKill4,,,1,,,0
0x885B3C,,_ZN7CDarkel12ModelToKill3E,CDarkel::ModelToKill3,,,1,,,0
0x885B40,,_ZN7CDarkel12ModelToKill2E,CDarkel::ModelToKill2,,,1,,,0
0x885B48,CTimer,_ZN6CTimer22m_snTimeInMillisecondsE,CTimer::m_snTimeInMilliseconds,int,,4,,,0
0x885B4C,,_ZN8CWeather11Stored_RainE,CWeather::Stored_Rain,,,1,,,0
0x885B58,,_ZN6CRadar10TonySpriteE,CRadar::TonySprite,,,1,,,0
0x885B5C,,_ZN6CGlass16NumGlassEntitiesE,CGlass::NumGlassEntities,,,1,,,0
0x885B6C,,pAmbient,pAmbient,,,1,,,0
0x885B70,,_ZN6CStats15Record4x4MayhemE,CStats::Record4x4Mayhem,,,1,,,0
0x885B74,,_ZN6CStats24NumberOfUniqueJumpsFoundE,CStats::NumberOfUniqueJumpsFound,,,1,,,0
0x885B78,,pPath3Nodes,pPath3Nodes,,,1,,,0
0x885B7C,,_ZN8CRubbish17RubbishVisibilityE,CRubbish::RubbishVisibility,,,1,,,0
0x885B80,,_ZN9CRenderer21m_pFirstPersonVehicleE,CRenderer::m_pFirstPersonVehicle,,,1,,,0
0x885B8C,,pPath2Nodes,pPath2Nodes,,,1,,,0
0x885B90,,_ZN4CPad19KeyBoardCheatStringE,CPad::KeyBoardCheatString,char[],,1,,,0
0x885BA4,,_ZN18CRecordDataForGame3FIdE,CRecordDataForGame::FId,int,,4,,,0
0x885BAC,,_ZN7CDarkel9TimeLimitE,CDarkel::TimeLimit,,,1,,,0
0x885BB0,,_ZN8CCarCtrl19NumAmbulancesOnDutyE,CCarCtrl::NumAmbulancesOnDuty,,,1,,,0
0x885BB4,,_ZN10CModelInfo19ms_simpleModelStoreE,CModelInfo::ms_simpleModelStore,int[],,4,,,0
0x8E2818,,_ZN8CWeather13CloudCoverageE,CWeather::CloudCoverage,,,1,,,0
0x8E2820,,_ZN6CStats19TotalNumberMissionsE,CStats::TotalNumberMissions,,,1,,,0
0x8E2824,,DetachedNodesCars,DetachedNodesCars,int,,4,,,0
0x8E2828,,gMinTimeToNextReport,gMinTimeToNextReport,int[],,4,,,0
0x8E2878,,startupDeactivate,startupDeactivate,,,1,,,0
0x8E287C,,_ZN6CStats24NumberKillFrenziesPassedE,CStats::NumberKillFrenziesPassed,,,1,,,0
0x8E2884,,_ZN6CStats23TotalNumberKillFrenziesE,CStats::TotalNumberKillFrenzies,,,1,,,0
0x8E2888,,_ZN10C3dMarkers15m_pRpClumpArrayE,C3dMarkers::m_pRpClumpArray,int[],,4,,,0
0x8E28A0,,DetachedNodesPeds,DetachedNodesPeds,int,,4,,,0
0x8E28AC,,_ZN7CCranes9NumCranesE,CCranes::NumCranes,,,1,,,0
0x8E28B0,,_ZN12RenderBuffer17IndicesToBeStoredE,RenderBuffer::IndicesToBeStored,,,1,,,0
